   4.1292962e+00   2.6404758e+00   2.3264714e+00   1.8000000e+00
   3.9728521e+00   2.5449950e+00   2.2731349e+00   1.8010000e+00
   3.8214086e+00   2.4328085e+00   2.2501038e+00   1.8020000e+00
   3.6068192e+00   2.2832779e+00   2.1923892e+00   1.8030000e+00
   3.5801675e+00   2.2770573e+00   2.1621385e+00   1.8040000e+00
   3.6828581e+00   2.3497504e+00   2.1894344e+00   1.8050000e+00
   3.6655053e+00   2.3315449e+00   2.2016079e+00   1.8060000e+00
   3.5922795e+00   2.2824883e+00   2.1786045e+00   1.8070000e+00
   3.6599914e+00   2.3263148e+00   2.1924928e+00   1.8080000e+00
   4.0289291e+00   2.5741146e+00   2.2908670e+00   1.8090000e+00
   4.4853393e+00   2.8991619e+00   2.4025050e+00   1.8100000e+00
   4.3220706e+00   2.7877395e+00   2.3505947e+00   1.8110000e+00
   4.1692937e+00   2.6800629e+00   2.3051271e+00   1.8120000e+00
   4.0631402e+00   2.5945383e+00   2.2862937e+00   1.8130000e+00
   4.0394121e+00   2.5674198e+00   2.2924076e+00   1.8140000e+00
   4.0863681e+00   2.5922070e+00   2.3202323e+00   1.8150000e+00
   4.1141268e+00   2.5986446e+00   2.3630338e+00   1.8160000e+00
   4.0967807e+00   2.5745544e+00   2.3974351e+00   1.8170000e+00
   3.9351438e+00   2.4390843e+00   2.4196369e+00   1.8180000e+00
   3.8127401e+00   2.3282948e+00   2.4512425e+00   1.8190000e+00
   3.8569505e+00   2.3476743e+00   2.4892365e+00   1.8200000e+00
   3.9786586e+00   2.4555427e+00   2.4718701e+00   1.8210000e+00
   4.0762692e+00   2.5815990e+00   2.3628028e+00   1.8220000e+00
   3.9807851e+00   2.5525599e+00   2.2611438e+00   1.8230000e+00
   3.9634987e+00   2.5442309e+00   2.2510366e+00   1.8240000e+00
   4.0084802e+00   2.5795873e+00   2.2541710e+00   1.8250000e+00
   4.0756824e+00   2.6363196e+00   2.2509426e+00   1.8260000e+00
   4.1158821e+00   2.6680797e+00   2.2519343e+00   1.8270000e+00
   4.0816409e+00   2.6407103e+00   2.2518474e+00   1.8280000e+00
   4.0193936e+00   2.5949966e+00   2.2445811e+00   1.8290000e+00
   3.9132856e+00   2.5270840e+00   2.2097306e+00   1.8300000e+00
   3.8758522e+00   2.5085772e+00   2.1862322e+00   1.8310000e+00
   3.9540846e+00   2.5671348e+00   2.1915824e+00   1.8320000e+00
   3.9574370e+00   2.5704410e+00   2.1897063e+00   1.8330000e+00
   3.9960163e+00   2.5929019e+00   2.2102744e+00   1.8340000e+00
   4.1322689e+00   2.6794242e+00   2.2574339e+00   1.8350000e+00
   4.0351562e+00   2.5982651e+00   2.2589165e+00   1.8360000e+00
   3.9488470e+00   2.5266277e+00   2.2595810e+00   1.8370000e+00
   3.9724159e+00   2.5408810e+00   2.2657574e+00   1.8380000e+00
   3.9402005e+00   2.5250955e+00   2.2398418e+00   1.8390000e+00
   3.8037504e+00   2.4474410e+00   2.1735003e+00   1.8400000e+00
   3.7110373e+00   2.3939361e+00   2.1369476e+00   1.8410000e+00
   3.7409822e+00   2.4096219e+00   2.1523632e+00   1.8420000e+00
   3.8244836e+00   2.4633697e+00   2.1754988e+00   1.8430000e+00
   3.8582525e+00   2.4871939e+00   2.1793855e+00   1.8440000e+00
