   2.2778501e-01   2.7000000e+03   2.0000000e+00   2.0702632e-01   2.3347137e+00   2.3264714e+00   4.5547185e-01   3.9911234e+00   3.8976733e+00   2.3239014e+00   2.3617134e+00
   1.9855822e-01   2.7010000e+03   2.0000000e+00   2.2734495e-01   2.2744328e+00   2.2931758e+00   3.3841117e-01   3.9220385e+00   3.8164456e+00   2.3369772e+00   2.3167609e+00
   1.9585041e-01   2.7020000e+03   2.0000000e+00   2.3894690e-01   2.2898759e+00   2.2731728e+00   2.6145540e-01   3.7654431e+00   3.7494204e+00   2.2367883e+00   2.2764810e+00
   2.2223690e-01   2.7030000e+03   1.0000000e+00   2.4295384e-01   2.2856580e+00   2.2637672e+00   2.2958901e-01   3.7186558e+00   3.6899157e+00   2.2777393e+00   2.2347502e+00
   2.6338276e-01   2.7040000e+03   1.0000000e+00   2.4871750e-01   2.2555865e+00   2.2491629e+00   2.1727646e-01   3.6667181e+00   3.6034275e+00   2.1752657e+00   2.1719222e+00
   2.9238921e-01   2.7050000e+03   1.0000000e+00   2.6298983e-01   2.2198029e+00   2.2195006e+00   1.9963549e-01   3.3386041e+00   3.4845083e+00   2.0079975e+00   2.0899669e+00
   2.7959773e-01   2.7060000e+03   1.0000000e+00   2.8229565e-01   2.1604887e+00   2.1837786e+00   1.7404552e-01   3.3263904e+00   3.3845613e+00   1.9058257e+00   2.0270632e+00
   2.2716391e-01   2.7070000e+03   1.0000000e+00   2.9659123e-01   2.1711280e+00   2.1612312e+00   1.5479804e-01   3.1740456e+00   3.3570605e+00   2.0026936e+00   2.0168851e+00
   1.7849158e-01   2.7080000e+03   1.0000000e+00   2.9858806e-01   2.1385791e+00   2.1628961e+00   1.5351749e-01   3.3571035e+00   3.4020138e+00   2.1104674e+00   2.0531771e+00
   1.7018128e-01   2.7090000e+03   1.0000000e+00   2.9005755e-01   2.2141975e+00   2.1823817e+00   1.6731025e-01   3.5616804e+00   3.4667530e+00   2.1054272e+00   2.0963687e+00
   1.9470328e-01   2.7100000e+03   1.0000000e+00   2.8080100e-01   2.2117131e+00   2.2011836e+00   1.8213431e-01   3.5664132e+00   3.4946690e+00   2.1132425e+00   2.1105300e+00
