   1.5000000e+00   4.8200000e-02
   1.5003048e+00   4.8900000e-02
   1.5006096e+00   5.3900000e-02
   1.5009144e+00   6.2600000e-02
   1.5012192e+00   6.0500000e-02
   1.5015240e+00   5.5100000e-02
   1.5018288e+00   5.3000000e-02
   1.5021336e+00   5.3000000e-02
   1.5024384e+00   5.3500000e-02
   1.5027432e+00   5.4500000e-02
   1.5030480e+00   5.5000000e-02
   1.5033528e+00   5.5900000e-02
   1.5036576e+00   5.5600000e-02
   1.5039624e+00   5.6500000e-02
   1.5042672e+00   5.6900000e-02
   1.5045720e+00   5.5100000e-02
   1.5048768e+00   5.1900000e-02
   1.5051816e+00   4.7000000e-02
   1.5054864e+00   4.1600000e-02
   1.5057912e+00   3.9700000e-02
   1.5060960e+00   4.3600000e-02
   1.5064008e+00   4.8700000e-02
   1.5067056e+00   5.4100000e-02
   1.5070104e+00   6.7300000e-02
   1.5073152e+00   8.9800000e-02
   1.5076200e+00   1.2360000e-01
   1.5079248e+00   1.5430000e-01
   1.5082296e+00   1.7280000e-01
   1.5085344e+00   1.7850000e-01
   1.5088392e+00   1.7920000e-01
   1.5091440e+00   1.5920000e-01
   1.5094488e+00   1.2830000e-01
   1.5097536e+00   1.0400000e-01
   1.5100584e+00   1.0880000e-01
   1.5103632e+00   1.3180000e-01
   1.5106680e+00   1.5180000e-01
   1.5109728e+00   1.6080000e-01
   1.5112776e+00   1.5640000e-01
   1.5115824e+00   1.4930000e-01
   1.5118872e+00   1.5470000e-01
   1.5121920e+00   1.8080000e-01
   1.5124968e+00   2.1650000e-01
   1.5128016e+00   2.4310000e-01
   1.5131064e+00   2.4790000e-01
   1.5134112e+00   2.3980000e-01
   1.5137160e+00   2.3470000e-01
   1.5140208e+00   2.3250000e-01
   1.5143256e+00   2.3130000e-01
   1.5146304e+00   2.2800000e-01
   1.5149352e+00   2.2520000e-01
   1.5152400e+00   2.2020000e-01
   1.5155448e+00   1.9690000e-01
   1.5158496e+00   2.3900000e-01
   1.5161544e+00   2.6260000e-01
   1.5164592e+00   2.6190000e-01
   1.5167640e+00   2.5680000e-01
   1.5170688e+00   2.5320000e-01
   1.5173736e+00   2.4960000e-01
   1.5176784e+00   2.4390000e-01
   1.5179832e+00   2.4100000e-01
   1.5182880e+00   2.4590000e-01
   1.5185928e+00   2.5760000e-01
   1.5188976e+00   2.6720000e-01
   1.5192024e+00   2.6880000e-01
   1.5195072e+00   2.6460000e-01
   1.5198120e+00   2.5750000e-01
   1.5201168e+00   2.4580000e-01
   1.5204216e+00   2.1810000e-01
   1.5207264e+00   1.7290000e-01
   1.5210312e+00   1.3100000e-01
   1.5213360e+00   1.1110000e-01
   1.5216408e+00   1.2990000e-01
   1.5219456e+00   1.7450000e-01
   1.5222504e+00   2.2200000e-01
   1.5225552e+00   2.5240000e-01
   1.5228600e+00   2.5540000e-01
   1.5231648e+00   2.3700000e-01
   1.5234696e+00   1.9220000e-01
   1.5237744e+00   1.3400000e-01
   1.5240792e+00   8.7300000e-02
   1.5243840e+00   6.7500000e-02
   1.5246888e+00   5.5600000e-02
   1.5249936e+00   3.7000000e-02
   1.5252984e+00   1.2000000e-02
   1.5256032e+00   1.4000000e-03
   1.5259080e+00   6.0000000e-04
   1.5262128e+00   5.6000000e-03
   1.5265176e+00   2.4400000e-02
   1.5268224e+00   5.9400000e-02
   1.5271272e+00   9.9900000e-02
   1.5274320e+00   1.2290000e-01
   1.5277368e+00   1.1910000e-01
   1.5280416e+00   1.0440000e-01
   1.5283464e+00   9.3700000e-02
   1.5286512e+00   1.0100000e-01
   1.5289560e+00   1.2150000e-01
   1.5292608e+00   1.4540000e-01
   1.5295656e+00   1.5930000e-01
   1.5298704e+00   1.6660000e-01
   1.5301752e+00   1.7000000e-01
   1.5304800e+00   1.7200000e-01
   1.5307848e+00   1.7750000e-01
   1.5310896e+00   1.8180000e-01
   1.5313944e+00   1.8350000e-01
   1.5316992e+00   1.8540000e-01
   1.5320040e+00   1.9390000e-01
   1.5323088e+00   2.0640000e-01
   1.5326136e+00   2.1860000e-01
   1.5329184e+00   2.2690000e-01
   1.5332232e+00   2.3170000e-01
   1.5335280e+00   2.3020000e-01
   1.5338328e+00   2.1540000e-01
   1.5341376e+00   1.7990000e-01
   1.5344424e+00   1.3370000e-01
   1.5347472e+00   1.0120000e-01
   1.5350520e+00   1.0170000e-01
   1.5353568e+00   1.3580000e-01
   1.5356616e+00   1.8050000e-01
   1.5359664e+00   2.1590000e-01
   1.5362712e+00   2.3460000e-01
   1.5365760e+00   2.4190000e-01
   1.5368808e+00   2.4640000e-01
   1.5371856e+00   2.4950000e-01
   1.5374904e+00   2.5310000e-01
   1.5377952e+00   2.5460000e-01
   1.5381000e+00   2.5240000e-01
   1.5384048e+00   2.4690000e-01
   1.5387096e+00   2.4260000e-01
   1.5390144e+00   2.4370000e-01
   1.5393192e+00   2.4920000e-01
   1.5396240e+00   2.5530000e-01
   1.5399288e+00   2.5530000e-01
   1.5402336e+00   2.5440000e-01
   1.5405384e+00   2.5780000e-01
   1.5408432e+00   2.6880000e-01
   1.5411480e+00   2.7950000e-01
   1.5414528e+00   2.8550000e-01
   1.5417576e+00   2.7950000e-01
   1.5420624e+00   2.3680000e-01
   1.5423672e+00   1.6110000e-01
   1.5426720e+00   9.0100000e-02
   1.5429768e+00   5.2100000e-02
   1.5432816e+00   5.1600000e-02
   1.5435864e+00   6.0400000e-02
   1.5438912e+00   6.5100000e-02
   1.5441960e+00   6.7500000e-02
   1.5445008e+00   7.9400000e-02
   1.5448056e+00   1.0980000e-01
   1.5451104e+00   1.3020000e-01
   1.5454152e+00   1.1370000e-01
   1.5457200e+00   6.7400000e-02
   1.5460248e+00   2.7500000e-02
   1.5463296e+00   4.2000000e-03
   1.5466344e+00   1.0000000e-04
   1.5469392e+00   1.0000000e-04
   1.5472440e+00   1.0000000e-04
   1.5475488e+00   6.4000000e-03
   1.5478536e+00   3.4000000e-02
   1.5481584e+00   5.7100000e-02
   1.5484632e+00   7.0600000e-02
   1.5487680e+00   7.1900000e-02
   1.5490728e+00   6.7000000e-02
   1.5493776e+00   6.6500000e-02
   1.5496824e+00   7.9400000e-02
   1.5499872e+00   1.0690000e-01
   1.5502920e+00   1.4840000e-01
   1.5505968e+00   1.8780000e-01
   1.5509016e+00   2.1400000e-01
   1.5512064e+00   2.2200000e-01
   1.5515112e+00   2.2620000e-01
   1.5518160e+00   2.3050000e-01
   1.5521208e+00   2.2940000e-01
   1.5524256e+00   2.1390000e-01
   1.5527304e+00   1.8320000e-01
   1.5530352e+00   1.5080000e-01
   1.5533400e+00   1.3060000e-01
   1.5536448e+00   1.3010000e-01
   1.5539496e+00   1.5160000e-01
   1.5542544e+00   1.7990000e-01
   1.5545592e+00   2.0330000e-01
   1.5548640e+00   2.1310000e-01
   1.5551688e+00   2.1460000e-01
   1.5554736e+00   2.1880000e-01
   1.5557784e+00   2.2430000e-01
   1.5560832e+00   2.2270000e-01
   1.5563880e+00   1.9590000e-01
   1.5566928e+00   1.4480000e-01
   1.5569976e+00   8.8800000e-02
   1.5573024e+00   5.3700000e-02
   1.5576072e+00   3.6700000e-02
   1.5579120e+00   3.0500000e-02
   1.5582168e+00   3.4000000e-02
   1.5585216e+00   4.7200000e-02
   1.5588264e+00   6.5400000e-02
   1.5591312e+00   9.1400000e-02
   1.5594360e+00   1.1980000e-01
   1.5597408e+00   1.4160000e-01
   1.5600456e+00   1.4990000e-01
   1.5603504e+00   1.5400000e-01
   1.5606552e+00   1.6180000e-01
   1.5609600e+00   1.7630000e-01
   1.5612648e+00   1.9470000e-01
   1.5615696e+00   2.1820000e-01
   1.5618744e+00   2.4040000e-01
   1.5621792e+00   2.5190000e-01
   1.5624840e+00   2.5610000e-01
   1.5627888e+00   2.6130000e-01
   1.5630936e+00   2.6850000e-01
   1.5633984e+00   2.7530000e-01
   1.5637032e+00   2.7940000e-01
   1.5640080e+00   2.7580000e-01
   1.5643128e+00   2.5780000e-01
   1.5646176e+00   2.2040000e-01
   1.5649224e+00   1.8700000e-02
   1.5652272e+00   2.5700000e-02
   1.5655320e+00   3.3200000e-02
   1.5658368e+00   3.7100000e-02
   1.5661416e+00   4.2600000e-02
   1.5664464e+00   4.0700000e-02
   1.5667512e+00   3.2000000e-02
   1.5670560e+00   3.3600000e-02
   1.5673608e+00   3.9400000e-02
   1.5676656e+00   4.1100000e-02
   1.5679704e+00   3.4700000e-02
   1.5682752e+00   3.5000000e-02
   1.5685800e+00   5.3500000e-02
   1.5688848e+00   8.2300000e-02
   1.5691896e+00   1.0760000e-01
   1.5694944e+00   1.3180000e-01
   1.5697992e+00   1.6110000e-01
   1.5701040e+00   1.9070000e-01
   1.5704088e+00   2.1000000e-01
   1.5707136e+00   2.1760000e-01
   1.5710184e+00   2.1710000e-01
   1.5713232e+00   2.1550000e-01
   1.5716280e+00   2.1520000e-01
   1.5719328e+00   2.1600000e-01
   1.5722376e+00   2.1880000e-01
   1.5725424e+00   2.1910000e-01
   1.5728472e+00   2.1860000e-01
   1.5731520e+00   2.1530000e-01
   1.5734568e+00   2.0810000e-01
   1.5737616e+00   2.0260000e-01
   1.5740664e+00   2.0180000e-01
   1.5743712e+00   2.0540000e-01
   1.5746760e+00   2.1070000e-01
   1.5749808e+00   2.1780000e-01
   1.5752856e+00   2.2870000e-01
   1.5755904e+00   2.3960000e-01
   1.5758952e+00   2.4290000e-01
   1.5762000e+00   2.3310000e-01
   1.5765048e+00   2.1680000e-01
   1.5768096e+00   2.0450000e-01
   1.5771144e+00   2.0260000e-01
   1.5774192e+00   2.0850000e-01
   1.5777240e+00   2.1530000e-01
   1.5780288e+00   2.0960000e-01
   1.5783336e+00   1.7660000e-01
   1.5786384e+00   1.2150000e-01
   1.5789432e+00   5.8200000e-02
   1.5792480e+00   9.4000000e-03
   1.5795528e+00   4.0000000e-04
   1.5798576e+00   3.2000000e-03
   1.5801624e+00   1.1200000e-02
   1.5804672e+00   2.3900000e-02
   1.5807720e+00   3.8300000e-02
   1.5810768e+00   6.1400000e-02
