   4.3886583e-01   2.2498603e+00   1.0000000e+00   1.6209756e-01   2.3974351e+00   8.0467775e-01   1.8170000e+00   4.0967807e+00   2.5745544e+00
   6.1699418e-01   2.2518278e+00   1.0000000e+00   1.4670945e-01   2.4196369e+00   7.5241705e-01   1.8180000e+00   3.9351438e+00   2.4390843e+00
   7.7704356e-01   2.2537342e+00   1.0000000e+00   1.2742108e-01   2.4512425e+00   7.7161259e-01   1.8190000e+00   3.8127401e+00   2.3282948e+00
   8.2201321e-01   2.2556627e+00   1.0000000e+00   1.0590812e-01   2.4892365e+00   9.0050190e-01   1.8200000e+00   3.8569505e+00   2.3476743e+00
   6.9694310e-01   2.2576520e+00   1.0000000e+00   1.1709156e-01   2.4718701e+00   8.6052806e-01   1.8210000e+00   3.9786586e+00   2.4555427e+00
   3.6038753e-01   2.2596902e+00   1.0000000e+00   1.8403811e-01   2.3628028e+00   5.4514141e-01   1.8220000e+00   4.0762692e+00   2.5815990e+00
   1.5766531e-01   2.2616805e+00   2.0000000e+00   2.4657888e-01   2.2611438e+00   3.1032580e-01   1.8230000e+00   3.9807851e+00   2.5525599e+00
   1.4080027e-01   2.2636623e+00   2.0000000e+00   2.5305907e-01   2.2510366e+00   2.8718106e-01   1.8240000e+00   3.9634987e+00   2.5442309e+00
   1.2036642e-01   2.2656665e+00   2.0000000e+00   2.5105150e-01   2.2541710e+00   2.8397494e-01   1.8250000e+00   4.0084802e+00   2.5795873e+00
   7.4416533e-02   2.2677044e+00   2.0000000e+00   2.5209957e-01   2.2509426e+00   2.6452018e-01   1.8260000e+00   4.0756824e+00   2.6363196e+00
   5.8586163e-02   2.2697623e+00   2.0000000e+00   2.5015847e-01   2.2519343e+00   2.6123687e-01   1.8270000e+00   4.1158821e+00   2.6680797e+00
   7.6351185e-02   2.2718031e+00   2.0000000e+00   2.5075089e-01   2.2518474e+00   2.5800717e-01   1.8280000e+00   4.0816409e+00   2.6407103e+00
   9.1974555e-02   2.2738128e+00   2.0000000e+00   2.5606652e-01   2.2445811e+00   2.3873982e-01   1.8290000e+00   4.0193936e+00   2.5949966e+00
   6.8876355e-02   2.2757695e+00   2.0000000e+00   2.7674989e-01   2.2097306e+00   1.8853116e-01   1.8300000e+00   3.9132856e+00   2.5270840e+00
   3.6970027e-02   2.2777074e+00   2.0000000e+00   2.8932442e-01   2.1862322e+00   1.5667029e-01   1.8310000e+00   3.8758522e+00   2.5085772e+00
   1.6301296e-02   2.2796844e+00   2.0000000e+00   2.8338430e-01   2.1915824e+00   1.6643999e-01   1.8320000e+00   3.9540846e+00   2.5671348e+00
   1.4972838e-02   2.2816632e+00   2.0000000e+00   2.8323772e-01   2.1897063e+00   1.5795720e-01   1.8330000e+00   3.9574370e+00   2.5704410e+00
   3.7917238e-02   2.2836612e+00   2.0000000e+00   2.7229186e-01   2.2102744e+00   1.6728229e-01   1.8340000e+00   3.9960163e+00   2.5929019e+00
   7.3357093e-02   2.2857273e+00   2.0000000e+00   2.4407243e-01   2.2574339e+00   2.2932139e-01   1.8350000e+00   4.1322689e+00   2.6794242e+00
   1.2830039e-01   2.2877449e+00   2.0000000e+00   2.4520019e-01   2.2589165e+00   2.7241676e-01   1.8360000e+00   4.0351562e+00   2.5982651e+00
   1.7507406e-01   2.2897193e+00   2.0000000e+00   2.4754223e-01   2.2595810e+00   3.2046167e-01   1.8370000e+00   3.9488470e+00   2.5266277e+00
   1.7514646e-01   2.2917055e+00   2.0000000e+00   2.4395212e-01   2.2657574e+00   3.5733607e-01   1.8380000e+00   3.9724159e+00   2.5408810e+00
   1.4275901e-01   2.2936756e+00   2.0000000e+00   2.5613555e-01   2.2398418e+00   3.1924960e-01   1.8390000e+00   3.9402005e+00   2.5250955e+00
   7.4064327e-02   2.2955775e+00   2.0000000e+00   2.9113063e-01   2.1735003e+00   2.0369174e-01   1.8400000e+00   3.8037504e+00   2.4474410e+00
   3.7861297e-02   2.2974330e+00   2.0000000e+00   3.1158435e-01   2.1369476e+00   1.3465039e-01   1.8410000e+00   3.7110373e+00   2.3939361e+00
   5.8927740e-02   2.2993035e+00   2.0000000e+00   3.0308531e-01   2.1523632e+00   1.5559914e-01   1.8420000e+00   3.7409822e+00   2.4096219e+00
   6.7659180e-02   2.3012157e+00   2.0000000e+00   2.8964991e-01   2.1754988e+00   2.0025371e-01   1.8430000e+00   3.8244836e+00   2.4633697e+00
   5.6742520e-02   2.3031449e+00   2.0000000e+00   2.8737206e-01   2.1793855e+00   2.2377867e-01   1.8440000e+00   3.8582525e+00   2.4871939e+00
   4.8891483e-02   2.3050836e+00   2.0000000e+00   2.8649717e-01   2.1807186e+00   2.5656670e-01   1.8450000e+00   3.8774416e+00   2.4995385e+00
   3.7223585e-02   2.3070430e+00   2.0000000e+00   2.8344162e-01   2.1856158e+00   3.1035090e-01   1.8460000e+00   3.9188154e+00   2.5269031e+00
   3.6774759e-02   2.3089989e+00   2.0000000e+00   2.8456797e-01   2.1834597e+00   3.6030244e-01   1.8470000e+00   3.9118053e+00   2.5180771e+00
   5.8630377e-02   2.3109302e+00   2.0000000e+00   2.8657998e-01   2.1797421e+00   4.0295173e-01   1.8480000e+00   3.8625327e+00   2.4756907e+00
   7.8102254e-02   2.3128489e+00   2.0000000e+00   2.8589213e-01   2.1809880e+00   4.5780977e-01   1.8490000e+00   3.8375519e+00   2.4503849e+00
   9.3602099e-02   2.3147508e+00   2.0000000e+00   2.8758108e-01   2.1785824e+00   5.6425622e-01   1.8500000e+00   3.8036325e+00   2.4153103e+00
   1.0757374e-01   2.3166388e+00   2.0000000e+00   2.8889718e-01   2.1766113e+00   7.4485245e-01   1.8510000e+00   3.7759843e+00   2.3794406e+00
   1.0006589e-01   2.3185544e+00   2.0000000e+00   2.8249521e-01   2.1871400e+00   9.2171738e-01   1.8520000e+00   3.8313279e+00   2.4083564e+00
   8.0112711e-02   2.3205117e+00   2.0000000e+00   2.7457968e-01   2.2001303e+00   9.8637023e-01   1.8530000e+00   3.9145073e+00   2.4685219e+00
   8.5436660e-02   2.3224913e+00   2.0000000e+00   2.6676014e-01   2.2127503e+00   9.7679641e-01   1.8540000e+00   3.9592240e+00   2.5018589e+00
   1.2143092e-01   2.3244949e+00   2.0000000e+00   2.5132375e-01   2.2370424e+00   9.6079479e-01   1.8550000e+00   4.0071987e+00   2.5340118e+00
   1.4914081e-01   2.3265215e+00   2.0000000e+00   2.3786080e-01   2.2587335e+00   9.4681813e-01   1.8560000e+00   4.0531865e+00   2.5657272e+00
   1.2836705e-01   2.3285333e+00   2.0000000e+00   2.4722402e-01   2.2519056e+00   9.2555378e-01   1.8570000e+00   4.0236720e+00   2.5475942e+00
   4.9938765e-02   2.3306189e+00   2.0000000e+00   2.4410545e-01   2.2798766e+00   9.1464808e-01   1.8580000e+00   4.1711816e+00   2.6694207e+00
  -7.0428025e-05   2.3329730e+00   1.0000000e+00   1.7987037e-01   2.4036954e+00   9.3221301e-01   1.8590000e+00   4.7082786e+00   3.0824651e+00
  -7.0018273e-04   2.3352844e+00   1.0000000e+00   1.9231214e-01   2.3831096e+00   9.2619762e-01   1.8600000e+00   4.6228175e+00   3.0178201e+00
   3.1117382e-03   2.3374210e+00   1.0000000e+00   2.4141101e-01   2.2998702e+00   9.2874171e-01   1.8610000e+00   4.2730384e+00   2.7527554e+00
   8.1254594e-03   2.3394344e+00   2.0000000e+00   2.7515146e-01   2.2441981e+00   9.2692779e-01   1.8620000e+00   4.0268205e+00   2.5672929e+00
   2.5285309e-02   2.3414472e+00   2.0000000e+00   2.7112134e-01   2.2481991e+00   9.5996597e-01   1.8630000e+00   4.0256569e+00   2.5614709e+00
   6.5318679e-02   2.3435733e+00   1.0000000e+00   2.2798144e-01   2.3024924e+00   9.8863325e-01   1.8640000e+00   4.2522861e+00   2.7236826e+00
   8.0553668e-02   2.3458541e+00   1.0000000e+00   1.7765780e-01   2.3629839e+00   9.9918575e-01   1.8650000e+00   4.5614826e+00   2.9542962e+00
   6.3741865e-02   2.3482141e+00   1.0000000e+00   1.5883614e-01   2.3876995e+00   1.0011953e+00   1.8660000e+00   4.7200926e+00   3.0773663e+00
   4.4058628e-02   2.3505668e+00   1.0000000e+00   1.6681165e-01   2.3751057e+00   1.0008015e+00   1.8670000e+00   4.7053312e+00   3.0694210e+00
   6.2380874e-02   2.3527022e+00   2.0000000e+00   2.2599898e-01   2.2788649e+00   9.9551455e-01   1.8680000e+00   4.2708494e+00   2.7378050e+00
   6.3985419e-02   2.3546845e+00   2.0000000e+00   2.7087781e-01   2.2059043e+00   9.8602371e-01   1.8690000e+00   3.9644841e+00   2.5081522e+00
   5.0098237e-02   2.3566696e+00   2.0000000e+00   2.7326197e-01   2.2020387e+00   9.8846281e-01   1.8700000e+00   3.9702122e+00   2.5142977e+00
   3.0288029e-02   2.3587580e+00   2.0000000e+00   2.4804724e-01   2.2423960e+00   9.9805195e-01   1.8710000e+00   4.1768608e+00   2.6719146e+00
   3.5493227e-02   2.3609831e+00   1.0000000e+00   2.0671376e-01   2.3083349e+00   1.0008184e+00   1.8720000e+00   4.4501365e+00   2.8770445e+00
   1.4663831e-01   2.3631707e+00   1.0000000e+00   1.8847507e-01   2.3392176e+00   1.0002759e+00   1.8730000e+00   4.3753358e+00   2.8046988e+00
   3.4662136e-01   2.3653160e+00   1.0000000e+00   1.5169703e-01   2.4011139e+00   9.9995961e-01   1.8740000e+00   4.2904841e+00   2.7190667e+00
   4.1083071e-01   2.3674457e+00   1.0000000e+00   1.4088134e-01   2.4190984e+00   9.9996803e-01   1.8750000e+00   4.2593962e+00   2.6894881e+00
   4.2632067e-01   2.3695439e+00   1.0000000e+00   1.4796669e-01   2.4073746e+00   9.9999861e-01   1.8760000e+00   4.1964370e+00   2.6410423e+00
   4.6249289e-01   2.3715882e+00   1.0000000e+00   1.5803633e-01   2.3908172e+00   1.0000030e+00   1.8770000e+00   4.0885408e+00   2.5572848e+00
   3.1084285e-01   2.3736328e+00   1.0000000e+00   1.9442628e-01   2.3311950e+00   1.0000008e+00   1.8780000e+00   4.0892253e+00   2.5724721e+00
   1.8085307e-01   2.3757378e+00   1.0000000e+00   2.0567608e-01   2.3126945e+00   9.9999984e-01   1.8790000e+00   4.2100539e+00   2.6762972e+00
   2.9565282e-01   2.3778926e+00   1.0000000e+00   1.6119760e-01   2.3844907e+00   9.9999990e-01   1.8800000e+00   4.3096439e+00   2.7385484e+00
   3.1592863e-01   2.3800798e+00   1.0000000e+00   1.4539013e-01   2.4088570e+00   1.0000000e+00   1.8810000e+00   4.3744068e+00   2.7849982e+00
   2.1163052e-01   2.3823661e+00   1.0000000e+00   1.4036260e-01   2.4278115e+00   1.0000000e+00   1.8820000e+00   4.5725087e+00   2.9453924e+00
   3.5215337e-01   2.3846094e+00   1.0000000e+00   1.1747510e-01   2.4999412e+00   1.0000000e+00   1.8830000e+00   4.4867156e+00   2.8657125e+00
   4.1696705e-01   2.3866677e+00   1.0000000e+00   1.6419090e-01   2.4172724e+00   9.9999962e-01   1.8840000e+00   4.1164823e+00   2.5824508e+00
   3.1230934e-01   2.3886430e+00   1.0000000e+00   2.1741543e-01   2.3001783e+00   9.9999918e-01   1.8850000e+00   3.9506889e+00   2.4691668e+00
   4.0111066e-01   2.3906203e+00   1.0000000e+00   1.9639239e-01   2.3252043e+00   1.0000017e+00   1.8860000e+00   3.9544459e+00   2.4636159e+00
   5.4544832e-01   2.3926305e+00   1.0000000e+00   1.4972858e-01   2.4029527e+00   1.0000108e+00   1.8870000e+00   4.0205150e+00   2.4986248e+00
   3.9721178e-01   2.3946437e+00   1.0000000e+00   1.8461193e-01   2.3470664e+00   1.0000060e+00   1.8880000e+00   4.0263280e+00   2.5173636e+00
   1.2637216e-01   2.3966236e+00   2.0000000e+00   2.5744567e-01   2.2277022e+00   9.9991558e-01   1.8890000e+00   3.9597769e+00   2.4957339e+00
   3.0392789e-02   2.3986037e+00   2.0000000e+00   2.7924709e-01   2.1917867e+00   9.9977420e-01   1.8900000e+00   3.9603549e+00   2.5091220e+00
   1.0350037e-02   2.4006306e+00   2.0000000e+00   2.7075666e-01   2.2056788e+00   1.0003007e+00   1.8910000e+00   4.0536751e+00   2.5824038e+00
  -1.2294151e-02   2.4027012e+00   2.0000000e+00   2.6407127e-01   2.2166303e+00   1.0027216e+00   1.8920000e+00   4.1412627e+00   2.6521234e+00
   7.7985935e-02   2.4047058e+00   2.0000000e+00   2.6139789e-01   2.2206847e+00   1.0021457e+00   1.8930000e+00   4.0091288e+00   2.5390743e+00
   3.4113087e-01   2.4066278e+00   2.0000000e+00   2.2901198e-01   2.2732899e+00   9.8078886e-01   1.8940000e+00   3.8439875e+00   2.3884725e+00
   5.7082773e-01   2.4085388e+00   1.0000000e+00   1.8040256e-01   2.3545262e+00   9.3866164e-01   1.8950000e+00   3.8220798e+00   2.3528617e+00
   5.3575020e-01   2.4105338e+00   1.0000000e+00   1.5776341e-01   2.3996978e+00   9.4459956e-01   1.8960000e+00   3.9899238e+00   2.4795468e+00
   3.3251091e-01   2.4126508e+00   1.0000000e+00   1.6469966e-01   2.3952384e+00   9.8650235e-01   1.8970000e+00   4.2341178e+00   2.6789400e+00
   2.7358763e-01   2.4146927e+00   1.0000000e+00   2.0427462e-01   2.3219759e+00   9.7934001e-01   1.8980000e+00   4.0837047e+00   2.5732285e+00
